Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
Chetan,Rohit,541740.3,20-08-2025,04:48:56,SBIN,1236.85
Bhavna,Bob,612732.7,12-12-2025,10:09:37,INFY,1494.47
Chetan,Manoj,875219.5,12-09-2025,05:30:32,ADANIENT,2059.34
Harish,Alice,94492.32,21-10-2025,04:24:35,TCS,1817.16
Jack,Neha,106434.8,30-12-2025,14:48:17,INFY,578.45
David,Manoj,308099.82,06-11-2025,20:10:23,ADANIENT,1158.27
Eve,Bob,29218.74,28-09-2025,12:23:51,SBIN,314.18
Manoj,Gauri,319305.48,20-07-2025,09:28:23,ICICIBANK,810.42
Manoj,Gauri,224820.48,04-10-2025,21:36:39,AMZN,1770.24
Eve,Gauri,236390.31,02-07-2025,00:20:45,AMZN,905.71
Gauri,Alice,376458.95,31-08-2025,07:42:08,SBIN,907.13
Rohit,Farhan,1023678.84,27-12-2025,05:10:12,ICICIBANK,2055.58
David,Grace,10038.4,19-06-2025,00:25:18,HDFC,2007.68
Manoj,Lakshmi,284482.86,26-12-2025,22:11:09,HDFC,2061.47
Frank,Grace,90659.62,09-08-2025,05:07:52,INFY,448.81
Sneha,Jack,7914.18,30-11-2025,14:59:34,HDFC,2638.06
David,Bob,158383.8,09-12-2025,14:27:21,INFY,879.91
Sneha,Bob,83474.98,03-09-2025,17:31:42,TCS,390.07
Grace,Harish,1200749.2,13-07-2025,10:59:49,META,2792.44
Neha,Bhavna,959543.2,29-08-2025,07:23:36,NVDA,2593.36
Neha,Arjun,168546.91,22-10-2025,10:54:32,RELIANCE,1267.27
Varun,Manoj,7189.29,31-10-2025,08:53:10,META,2396.43
Varun,Alice,118199.7,05-09-2025,01:42:35,GOOGL,1937.7
Neha,Lakshmi,147058.3,22-12-2025,00:30:23,SBIN,2194.9
Gauri,Alice,719505.96,07-11-2025,02:23:46,TCS,2489.64
Bob,Chetan,664972.83,23-09-2025,08:37:41,GOOGL,1842.03
Charlie,Arjun,419435.64,31-07-2025,17:00:19,NFLX,1792.46
David,Chetan,140477.45,14-10-2025,02:00:40,AMZN,1478.71
Frank,Arjun,471615.9,23-07-2025,01:03:57,SBIN,2245.79
Manoj,David,121279.6,13-11-2025,01:26:03,ICICIBANK,466.46
Alice,Manoj,176361.06,28-12-2025,03:46:25,RELIANCE,1367.14
Manoj,Jaya,1307380.8,24-08-2025,06:14:05,INFY,2723.71
Arjun,Chetan,128581.2,20-08-2025,20:30:36,SBIN,2521.2
Divya,Neha,723595.25,03-08-2025,14:11:05,MSFT,2953.45
Rohit,Ivy,222571.8,16-06-2025,13:36:59,TCS,2747.8
Harish,Varun,109626.96,29-10-2025,13:08:01,NFLX,472.53
Charlie,Chetan,75808.98,13-11-2025,21:16:24,NFLX,323.97
David,Lakshmi,397338.72,22-12-2025,19:26:06,TCS,1011.04
Jack,Kiran,72691.08,09-07-2025,20:51:47,GOOGL,236.01
Manoj,Bhavna,1344018.96,06-06-2025,22:03:17,INFY,2947.41
Eve,Lakshmi,164645.66,16-11-2025,07:43:52,NVDA,2255.42
Alice,Divya,15833.41,28-06-2025,14:16:50,META,427.93
Grace,Rohit,298554.66,13-09-2025,07:55:20,TSLA,614.31
Lakshmi,Manoj,294881.86,24-10-2025,12:00:30,TSLA,726.31
Jack,Lakshmi,75584.66,12-07-2025,10:22:32,INFY,170.62
Harish,Varun,945358.29,14-07-2025,16:46:13,ADANIENT,2633.31
Grace,David,50082.9,16-07-2025,21:09:42,META,238.49
Lakshmi,Alice,186470.68,03-08-2025,17:13:09,ADANIENT,790.13
Farhan,Jack,119977.5,28-06-2025,16:41:11,HDFC,959.82
Jack,Eve,699329.51,12-09-2025,21:31:23,HDFC,1905.53
Frank,Alice,192892.2,25-10-2025,14:06:09,GOOGL,2269.32
Frank,Harish,167597.15,25-11-2025,05:32:42,MSFT,500.29
Neha,Jack,444806.91,21-08-2025,18:09:57,TSLA,2601.21
Arjun,Jack,832191.75,23-11-2025,10:56:05,META,2783.25
Harish,Eve,1148478.75,10-09-2025,22:58:58,TCS,2417.85
Gauri,Farhan,358407.9,01-10-2025,03:47:58,META,1525.14
Arjun,Divya,604835.1,19-12-2025,22:03:29,TCS,1359.18
Jaya,Bhavna,101641.6,10-10-2025,06:37:50,AMZN,276.2
Frank,Eve,37677.95,30-07-2025,10:37:14,NFLX,1983.05
Arjun,Kiran,132782.31,09-07-2025,09:31:29,NFLX,348.51
Bob,Sneha,319510.94,09-09-2025,02:59:05,AMZN,1984.54
Farhan,Manoj,28745.55,04-10-2025,23:53:21,TCS,1064.65
Divya,Sneha,35920.84,15-07-2025,12:01:41,NFLX,161.08
Manoj,Sneha,729202.5,18-12-2025,17:07:07,AAPL,1869.75
Divya,Gauri,1180011.04,25-07-2025,07:33:20,AAPL,2972.32
Charlie,Eve,92266.2,29-10-2025,11:29:51,MSFT,1419.48
Eve,Jaya,42043.12,02-10-2025,08:21:51,SBIN,108.08
Varun,Bhavna,440362.3,20-12-2025,21:48:03,MSFT,1318.45
Sneha,Varun,101900.16,19-07-2025,23:57:24,META,1415.28
Chetan,Jaya,1063169.68,01-06-2025,11:04:02,INFY,2281.48
Hannah,Jaya,374242.87,09-12-2025,12:06:28,ADANIENT,1380.97
Charlie,Divya,977887.6,11-07-2025,03:54:25,META,2876.14
David,Jack,488851.44,30-06-2025,05:27:21,META,2116.24
Alice,Neha,395805.15,17-08-2025,02:14:00,NFLX,1602.45
Farhan,Gauri,92252.82,04-08-2025,08:42:02,NVDA,317.02
Chetan,Divya,316341.83,11-10-2025,05:24:24,HDFC,2378.51
Frank,Charlie,860795.6,16-12-2025,23:17:39,ICICIBANK,2776.76
Varun,Bhavna,321972.3,20-07-2025,02:44:01,SBIN,1192.49
Charlie,Eve,160167.45,16-07-2025,06:55:54,INFY,1442.95
Grace,Alice,420870.56,30-09-2025,00:58:05,RELIANCE,1663.52
Alice,Neha,329275.89,18-12-2025,10:20:52,INFY,1925.59
Neha,Farhan,127946.97,05-09-2025,20:58:19,HDFC,1802.07
Alice,Harish,73035.2,12-11-2025,04:55:59,RELIANCE,652.1
Gauri,Hannah,7991.65,02-12-2025,22:32:34,META,1598.33
Bhavna,Varun,45538.56,20-06-2025,15:59:01,NFLX,474.36
Hannah,Kiran,223208.96,14-07-2025,14:26:55,INFY,1468.48
Bob,Arjun,490933.17,17-10-2025,22:17:25,NFLX,1880.97
Kiran,David,863472.08,06-09-2025,09:34:17,TCS,1769.41
Bhavna,Frank,257287.92,24-12-2025,00:09:26,ADANIENT,801.52
Farhan,Rohit,359093.63,30-06-2025,04:35:54,ICICIBANK,1091.47
Neha,David,97182.54,19-11-2025,09:48:09,TSLA,952.77
Jaya,Gauri,305896.08,30-07-2025,10:23:46,SBIN,621.74
Lakshmi,Bhavna,246563.81,07-10-2025,08:22:13,TSLA,1476.43
Bhavna,Jack,165758.56,29-11-2025,15:39:11,INFY,781.88
Frank,Bhavna,103554.6,11-10-2025,14:31:33,AMZN,241.95
Alice,Lakshmi,760679.52,09-10-2025,22:36:38,AAPL,2192.16
Lakshmi,Sneha,858214.49,20-11-2025,15:04:17,META,2009.87
Frank,Jaya,401030.85,08-12-2025,08:01:16,HDFC,1257.15
Hannah,Harish,77966.21,15-10-2025,19:14:01,NVDA,403.97
Farhan,Sneha,291301.08,21-11-2025,18:04:24,NVDA,990.82
Bhavna,David,413757.63,28-10-2025,17:19:57,AAPL,964.47
Kiran,Ivy,293603.58,27-07-2025,12:48:54,SBIN,1002.06
Grace,Jack,222893.1,02-07-2025,22:00:42,AMZN,798.9
Gauri,Lakshmi,1224054.95,26-08-2025,07:33:34,NFLX,2949.53
Kiran,David,223655.22,13-10-2025,10:03:18,META,2512.98
Charlie,Bhavna,75973.92,23-12-2025,20:35:56,ADANIENT,863.34
Alice,Grace,867422.52,24-09-2025,05:51:18,RELIANCE,1784.82
David,Sneha,69323.1,28-07-2025,04:36:33,META,2100.7
Jaya,Hannah,218970.08,03-08-2025,08:44:32,MSFT,1134.56
Frank,Sneha,365041,18-11-2025,10:20:21,MSFT,837.25
Farhan,David,1071660.3,12-09-2025,02:01:49,HDFC,2719.95
Lakshmi,Jaya,673319.85,27-12-2025,01:46:44,TSLA,1886.05
Bhavna,Eve,391608.94,15-07-2025,14:37:55,ADANIENT,2359.09
Arjun,Harish,615096.32,06-09-2025,17:01:38,TSLA,2402.72
Farhan,Hannah,180916.72,15-06-2025,21:49:29,TCS,1330.27
Frank,Chetan,100110.56,24-08-2025,21:31:18,ADANIENT,568.81
Gauri,Hannah,871085.78,10-07-2025,21:38:28,INFY,2696.86
Alice,Jaya,460324.8,30-11-2025,02:04:15,ADANIENT,1180.32
Neha,Charlie,1374296.63,14-10-2025,23:30:16,ICICIBANK,2930.27
Kiran,Hannah,638902.38,02-08-2025,20:59:44,ADANIENT,2298.21
Grace,Hannah,225807.12,08-09-2025,22:32:43,NFLX,1792.12
Bob,Harish,1022917.4,02-09-2025,12:27:46,AAPL,2176.42
David,Eve,916627.52,22-11-2025,23:07:50,MSFT,2268.88
Sneha,Farhan,870963.6,17-09-2025,17:35:30,RELIANCE,2233.24
David,Bob,10616.32,04-09-2025,07:19:37,AAPL,482.56
Manoj,Rohit,76295.52,23-11-2025,22:47:05,MSFT,657.72
Bhavna,Kiran,81996.84,16-12-2025,11:27:04,TCS,1188.36
Bob,Charlie,10421,27-12-2025,17:42:55,GOOGL,613
Farhan,Harish,116227.62,16-07-2025,20:21:55,INFY,1417.41
Divya,Jack,113887.22,17-08-2025,05:39:37,RELIANCE,754.22
Varun,Gauri,71829.99,11-11-2025,09:18:25,ADANIENT,886.79
Alice,Jaya,361299.75,19-07-2025,15:08:00,AAPL,2064.57
Rohit,Hannah,695702.16,05-08-2025,10:10:33,NFLX,1797.68
Alice,Eve,117260.72,28-06-2025,06:35:24,META,351.08
Jaya,Ivy,426178.86,24-07-2025,13:58:08,HDFC,1991.49
Frank,Varun,195611.6,02-10-2025,10:55:57,HDFC,1321.7
Grace,Farhan,37332.93,23-10-2025,17:23:44,META,511.41
Bhavna,Charlie,57878.24,19-12-2025,01:35:16,NFLX,2067.08
Bob,Bhavna,57565.02,26-06-2025,00:26:22,TSLA,272.82
Rohit,Sneha,176078.1,20-11-2025,05:38:46,ICICIBANK,384.45
Charlie,Jack,757225.35,10-08-2025,21:42:35,TCS,2403.89
Gauri,Jaya,173348.1,30-12-2025,00:25:15,ADANIENT,1926.09
Divya,Manoj,472449.25,03-09-2025,03:59:50,NFLX,2699.71
Frank,Varun,161859.2,27-12-2025,11:41:45,TCS,1011.62
Manoj,Farhan,510449.12,03-12-2025,01:49:10,META,1387.09
Manoj,Neha,69448.62,14-12-2025,06:28:11,RELIANCE,1197.39
David,Chetan,981693,07-09-2025,18:40:03,TCS,2181.54
Arjun,Neha,10889.28,29-12-2025,09:13:10,TSLA,191.04
Rohit,Jaya,86376.4,02-08-2025,11:26:56,GOOGL,1289.2
Hannah,Neha,453017,01-11-2025,19:43:01,TSLA,1192.15
Eve,Bob,1159682.38,22-07-2025,02:38:25,TCS,2515.58
Divya,Frank,644917.72,28-08-2025,10:53:42,TCS,2060.44
Jack,David,218544.57,12-08-2025,13:14:34,RELIANCE,656.29
Ivy,Alice,619836.36,06-11-2025,11:49:23,TCS,1444.84
Arjun,Hannah,570525.48,04-08-2025,06:12:56,ADANIENT,2263.99
Charlie,Alice,48422.84,11-08-2025,09:00:07,TSLA,184.82
Arjun,Frank,2349.2,04-11-2025,14:17:31,INFY,293.65
Gauri,Kiran,387527.91,29-07-2025,13:03:20,NVDA,2566.41
Lakshmi,Charlie,260915.22,01-12-2025,09:48:16,GOOGL,1402.77
Lakshmi,Alice,66550.98,11-09-2025,09:46:18,NVDA,209.94
Sneha,Divya,990422.55,04-10-2025,22:19:17,TCS,2287.35
Lakshmi,Alice,182123.55,09-12-2025,07:18:02,AMZN,1917.09
Jack,Grace,272845.74,10-11-2025,09:56:56,NFLX,566.07
Ivy,Gauri,1219518.72,30-12-2025,16:34:05,ADANIENT,2862.72
Bob,Rohit,1017784.53,18-10-2025,13:06:28,ICICIBANK,2406.11
Charlie,Manoj,422723.7,17-10-2025,09:37:28,TSLA,2762.9
Harish,Arjun,45955.06,15-10-2025,20:33:18,MSFT,275.18
Jaya,Bob,51511.43,29-10-2025,12:33:48,RELIANCE,244.13
Neha,Jaya,1067549,10-07-2025,12:03:35,ADANIENT,2511.88
Frank,Ivy,45001.6,24-12-2025,10:17:27,INFY,642.88
Bob,Rohit,895050.72,13-11-2025,18:48:56,HDFC,2850.48
Charlie,Neha,17348.25,15-07-2025,00:58:32,INFY,231.31
Varun,Hannah,1101730.1,19-06-2025,02:54:12,TCS,2953.7
Eve,David,988766.1,17-08-2025,14:48:44,META,2242.1
Manoj,Eve,489977.83,11-06-2025,03:27:11,TSLA,2197.21
Bob,Alice,45702.33,07-06-2025,13:50:26,AAPL,972.39
Ivy,Alice,403058.61,08-12-2025,13:14:29,TCS,2634.37
David,Varun,400787.52,25-08-2025,16:26:44,AMZN,2636.76
Sneha,Divya,606120.93,02-08-2025,05:10:36,INFY,1432.91
Jaya,Bob,79542.4,30-12-2025,18:00:50,RELIANCE,1988.56
Eve,Farhan,67434.9,10-10-2025,18:19:50,TSLA,2593.65
Manoj,Hannah,432533.86,30-10-2025,23:25:20,ADANIENT,989.78
Kiran,Chetan,214047.78,27-10-2025,15:13:10,META,852.78
Harish,Charlie,481070.07,27-07-2025,19:19:58,TSLA,2324.01
Neha,Hannah,27763.32,18-09-2025,14:03:25,GOOGL,355.94
Eve,Farhan,13459.32,16-12-2025,10:46:33,GOOGL,137.34
Lakshmi,Chetan,169412.48,06-07-2025,07:02:59,INFY,1841.44
Bhavna,Hannah,395742.4,07-10-2025,08:55:32,TSLA,2473.39
Kiran,Bob,140222.6,09-11-2025,03:34:45,AMZN,541.4
Eve,Alice,418.5,14-07-2025,17:46:48,RELIANCE,418.5
Arjun,Hannah,171685.72,15-12-2025,01:58:14,AAPL,2524.79
Neha,Rohit,429207.24,06-10-2025,14:29:49,AAPL,1858.04
Rohit,Charlie,945483.52,25-08-2025,16:11:30,HDFC,2037.68
Frank,Sneha,988796.77,05-09-2025,17:15:43,GOOGL,2453.59
Sneha,Chetan,584732.58,10-10-2025,18:33:12,AAPL,1597.63
Hannah,Neha,57092.2,21-08-2025,09:47:43,NVDA,519.02
Lakshmi,Frank,139370.42,17-12-2025,10:46:10,HDFC,2247.91
Jaya,Varun,441035.56,24-10-2025,22:45:15,ICICIBANK,2979.97
Grace,Jack,132277.62,16-09-2025,08:44:33,ADANIENT,711.17
Ivy,David,394891,09-11-2025,00:20:55,MSFT,2256.52
Lakshmi,Charlie,378858.45,28-10-2025,09:12:28,NFLX,1848.09
Lakshmi,David,610373,03-07-2025,12:51:52,INFY,1759
Frank,Grace,225854.35,13-12-2025,17:04:04,AMZN,2657.11
Rohit,Bob,459814.04,13-08-2025,05:05:32,NVDA,2345.99
Sneha,Charlie,313093.44,16-11-2025,01:53:59,MSFT,2371.92
Jack,Frank,1111992.75,14-06-2025,14:15:32,TSLA,2246.45
Jaya,Ivy,705648,22-09-2025,14:51:34,AMZN,1446
Alice,Jack,128600.82,27-12-2025,23:40:47,AMZN,1863.78
Gauri,Frank,181353.62,29-10-2025,15:18:28,MSFT,563.21
Jack,Farhan,507402.4,14-06-2025,12:56:23,HDFC,1492.36
David,Jaya,111263.13,29-08-2025,22:02:40,INFY,594.99
Bhavna,Bob,59387.52,08-11-2025,12:40:21,META,1855.86
Lakshmi,Neha,398809.05,17-09-2025,21:58:07,AMZN,1399.33
Hannah,Bhavna,304773.76,22-11-2025,07:26:24,HDFC,1313.68
Arjun,Sneha,154551.88,19-10-2025,11:18:42,META,788.53
Chetan,Divya,94413.13,17-06-2025,19:47:43,HDFC,2008.79
Lakshmi,Hannah,1400851.92,30-09-2025,20:51:08,META,2847.26
Ivy,Manoj,273275.77,28-09-2025,22:51:22,MSFT,1740.61
Jaya,Harish,1189484.01,02-10-2025,14:01:51,HDFC,2772.69
Jaya,Rohit,228738.99,20-07-2025,23:11:07,AAPL,1438.61
Harish,David,329909.8,13-11-2025,21:57:32,INFY,2844.05
Arjun,Divya,456340.86,24-08-2025,07:53:48,NFLX,1366.29
Arjun,Chetan,969531.25,05-08-2025,07:33:15,NFLX,2656.25
Bhavna,Hannah,367362.28,30-08-2025,07:58:46,ADANIENT,2516.18
Kiran,Alice,776575.26,22-10-2025,04:30:55,TCS,2104.54
Bhavna,Gauri,250532.4,16-12-2025,08:34:11,ADANIENT,736.86
Divya,Eve,498749.9,08-12-2025,00:33:24,TCS,2060.95
Grace,Jaya,67634.16,23-06-2025,05:25:29,ADANIENT,139.74
Bhavna,Chetan,607486,23-10-2025,01:14:40,ICICIBANK,2209.04
Divya,Jaya,223270.83,26-08-2025,02:02:06,GOOGL,1815.21
Divya,Kiran,466012.18,26-11-2025,11:11:30,MSFT,1301.71
Manoj,Grace,295782,22-11-2025,19:11:43,HDFC,2464.85
Eve,Divya,72758.4,04-09-2025,07:58:44,MSFT,2425.28
Bob,Lakshmi,939522.95,22-12-2025,04:48:31,ADANIENT,2342.95
Jaya,Farhan,489304.53,08-11-2025,19:55:49,RELIANCE,1119.69
Bhavna,Divya,205613.7,19-12-2025,09:52:32,INFY,2210.9
Chetan,Charlie,6122,11-11-2025,14:15:44,TCS,612.2
David,Farhan,935194.2,03-09-2025,23:21:09,AAPL,1877.9
Frank,Kiran,1120481.7,17-09-2025,09:10:53,GOOGL,2873.03
Bhavna,Varun,49292.46,22-11-2025,05:21:40,SBIN,123.54
Frank,Gauri,532854.12,19-12-2025,18:26:09,META,1531.19
Charlie,Harish,707862.91,24-11-2025,19:20:19,GOOGL,1783.03
Jack,Charlie,841167.72,22-12-2025,07:13:52,META,2173.56
Ivy,Bhavna,385701.44,31-08-2025,23:22:18,RELIANCE,1418.02
Sneha,Frank,408782.55,10-11-2025,11:50:56,TSLA,2819.19
Farhan,Lakshmi,39315.6,18-11-2025,21:33:17,RELIANCE,873.68
Chetan,Neha,98103.28,27-11-2025,18:15:14,ICICIBANK,662.86
Harish,Divya,49319.2,21-10-2025,22:40:19,ADANIENT,176.14
Kiran,Charlie,616519.18,04-07-2025,11:36:51,NVDA,1382.33
Frank,Manoj,136484.94,08-09-2025,17:20:46,ADANIENT,733.79
Ivy,Kiran,396387.75,07-08-2025,04:52:43,INFY,2402.35
Charlie,Ivy,669633.48,24-07-2025,23:23:53,AAPL,2837.43
Harish,Rohit,396406.29,30-08-2025,11:07:05,RELIANCE,2190.09
Varun,Ivy,51331.17,01-10-2025,00:10:06,SBIN,2231.79
Neha,Eve,93942.09,03-10-2025,08:29:05,TSLA,1010.13
Varun,Divya,266772.96,15-10-2025,16:52:55,INFY,801.12
Divya,Bhavna,1347844.8,16-08-2025,00:16:09,TCS,2955.8
Hannah,Lakshmi,197291.55,05-10-2025,03:19:47,TSLA,2944.65
Chetan,Farhan,148281,21-11-2025,02:30:40,AAPL,1059.15
Jack,Harish,72434.96,17-07-2025,10:07:37,TSLA,532.61
Bob,Arjun,114329.55,18-12-2025,16:58:26,GOOGL,737.61
Neha,Frank,411062.47,22-10-2025,03:08:33,ADANIENT,1249.43
Ivy,Alice,182089.5,27-06-2025,00:03:40,NFLX,2427.86
Alice,Lakshmi,4324.44,02-11-2025,01:02:17,AMZN,1081.11
Rohit,Frank,690462.36,01-06-2025,19:33:29,AAPL,2739.93
Manoj,Sneha,109854.85,20-10-2025,08:30:29,GOOGL,1292.41
Varun,Jaya,727757.76,04-11-2025,15:01:48,TSLA,1595.96
Rohit,Jaya,741356.24,29-06-2025,08:21:12,INFY,1570.67
Bhavna,David,40283.7,14-06-2025,17:12:25,ADANIENT,1342.79
David,Eve,883558.32,28-10-2025,06:36:28,TCS,2248.24
Rohit,Chetan,803284.02,21-08-2025,14:55:43,NFLX,2704.66
David,Grace,211458.37,04-10-2025,04:35:16,TSLA,2896.69
Grace,Manoj,182732.2,17-11-2025,22:42:12,TCS,1305.23
Rohit,David,214687.5,19-06-2025,08:42:32,NVDA,1717.5
Charlie,Divya,124361.92,28-06-2025,14:42:44,NFLX,254.84
Sneha,Frank,235865.52,06-06-2025,15:36:48,TCS,485.32
Kiran,Rohit,174777.75,30-06-2025,19:53:18,META,1664.55
Farhan,Divya,640456.8,01-11-2025,22:29:59,TCS,1356.9
Eve,Hannah,177738.02,10-12-2025,04:11:21,ADANIENT,1890.83
Hannah,Grace,58469.74,03-08-2025,20:53:25,GOOGL,1193.26
Bob,Kiran,745862.64,26-07-2025,07:30:19,TSLA,2429.52
Manoj,Jack,226964.15,03-11-2025,13:50:10,AMZN,1565.27
Divya,Frank,75973.6,09-07-2025,10:42:55,GOOGL,412.9
Sneha,Jack,1479.76,14-11-2025,06:17:37,RELIANCE,1479.76
Neha,Lakshmi,885011.45,07-11-2025,23:04:36,NVDA,2492.99
Kiran,Alice,376711.5,03-07-2025,11:34:59,ADANIENT,2283.1
Harish,Sneha,278055.82,08-07-2025,09:23:19,TSLA,1536.22
Chetan,Jack,204484.78,06-10-2025,22:42:27,ICICIBANK,2377.73
Lakshmi,Harish,306275.88,13-08-2025,07:58:22,NVDA,1048.89
Gauri,Jack,545008.46,21-06-2025,07:47:37,RELIANCE,1522.37
Grace,Sneha,757585.01,14-06-2025,19:54:59,NFLX,2302.69
Rohit,Frank,1394273.06,19-06-2025,05:46:47,NFLX,2839.66
Kiran,Rohit,383234.98,19-08-2025,15:13:19,NFLX,2537.98
Rohit,Lakshmi,492224,18-12-2025,09:27:29,HDFC,1538.2
Manoj,Neha,199620.12,10-12-2025,18:32:38,TSLA,678.98
Neha,Ivy,367831.04,12-11-2025,14:15:11,AAPL,1352.32
Kiran,Chetan,199442.61,02-12-2025,19:27:13,MSFT,841.53
Harish,Varun,174054.43,30-10-2025,00:41:46,AMZN,385.93
Divya,Harish,78934.24,16-12-2025,18:00:33,MSFT,264.88
Varun,Harish,523037.87,30-07-2025,11:24:36,HDFC,1456.93
Jaya,Neha,259223.86,26-11-2025,12:35:36,HDFC,597.29
Divya,Sneha,247595.04,31-07-2025,15:46:41,MSFT,1875.72
Alice,Ivy,615249.92,14-09-2025,14:48:05,NVDA,2403.32
Hannah,Bob,280394.87,30-11-2025,16:35:42,NFLX,2572.43
Bhavna,Eve,509969.57,05-07-2025,09:44:06,AAPL,1304.27
Harish,Manoj,20470.58,28-09-2025,05:44:07,HDFC,238.03
Lakshmi,Kiran,205691.2,03-10-2025,14:30:39,TSLA,934.96
Jack,Arjun,1267351.68,03-10-2025,05:51:43,GOOGL,2828.91
Chetan,Divya,94610.67,24-12-2025,01:43:47,TCS,1228.71
Charlie,Manoj,229109.6,10-09-2025,02:18:40,NFLX,2411.68
Arjun,Ivy,220645.04,13-09-2025,12:39:27,HDFC,589.96
Gauri,Ivy,522754.77,17-10-2025,11:28:34,GOOGL,2600.77
Jack,Varun,870268.32,30-09-2025,05:44:40,GOOGL,2014.51
Eve,Hannah,487888.5,30-09-2025,21:09:29,AMZN,1478.45
Varun,Lakshmi,560944.8,21-08-2025,14:52:45,SBIN,1558.18
Bhavna,Varun,24338.6,28-10-2025,13:49:22,NVDA,170.2
Ivy,Jack,468086.28,04-10-2025,17:24:51,TSLA,2053.01
Charlie,Neha,33178.08,21-08-2025,05:27:29,TCS,319.02
Sneha,Chetan,158974.65,14-10-2025,01:02:40,INFY,392.53
Arjun,Rohit,426227.1,12-06-2025,20:09:23,NFLX,2185.78
Divya,Ivy,29007.43,09-06-2025,00:56:16,NFLX,121.37
Harish,David,575093.76,05-12-2025,22:33:03,MSFT,2246.46
Chetan,Varun,226901.7,22-06-2025,22:18:29,HDFC,743.94
Alice,Eve,105419.04,22-06-2025,16:29:56,NVDA,1033.52
Bhavna,Ivy,97156.35,16-06-2025,23:04:49,AMZN,251.05
Frank,Charlie,926255.98,09-09-2025,12:42:10,AMZN,2483.26
Sneha,Ivy,83336.76,10-10-2025,14:06:49,NVDA,2136.84
Sneha,Harish,225707.87,04-08-2025,09:03:30,INFY,487.49
Jaya,Varun,347231.5,25-12-2025,11:13:56,TCS,855.25
Bob,Sneha,215129.25,28-11-2025,15:43:16,GOOGL,1370.25
Eve,Jaya,427076.22,14-12-2025,20:14:20,AAPL,1206.43
Divya,Grace,479321.35,10-11-2025,17:42:44,ADANIENT,2408.65
Bhavna,Arjun,448265.01,15-09-2025,04:27:36,HDFC,1002.83
Arjun,Alice,286858.2,14-10-2025,05:06:30,HDFC,2516.3
Bhavna,Varun,416251.11,13-07-2025,05:25:28,NFLX,1022.73
Bhavna,Jack,1108305.76,14-08-2025,20:32:39,HDFC,2388.59
Varun,Harish,1020697.76,13-10-2025,23:46:40,TSLA,2288.56
Grace,Alice,628862.64,12-11-2025,22:28:05,ADANIENT,1761.52
Hannah,Varun,113991.18,02-07-2025,01:03:13,ICICIBANK,286.41
Harish,Chetan,52473.37,17-06-2025,08:59:29,SBIN,179.09
Farhan,Gauri,17474.08,02-11-2025,11:29:22,TSLA,1344.16
Lakshmi,Rohit,624769.75,25-09-2025,06:25:18,SBIN,2271.89
Arjun,Farhan,80271.36,05-09-2025,07:56:19,TCS,2058.24
Farhan,Harish,578922.24,01-07-2025,19:32:07,RELIANCE,1391.64
Manoj,Jaya,3065.84,02-12-2025,02:59:02,AAPL,383.23
Farhan,Harish,312501.28,09-06-2025,13:28:35,INFY,1502.41
Harish,Rohit,287035.26,17-06-2025,10:23:14,MSFT,2333.62
Manoj,Lakshmi,593879.11,16-07-2025,09:48:52,NFLX,1861.69
Sneha,Hannah,617945.94,23-09-2025,07:49:54,AMZN,2214.86
Rohit,Manoj,940341.86,23-06-2025,01:29:08,INFY,2013.58
Farhan,Bhavna,162482.04,03-12-2025,21:19:03,RELIANCE,358.68
Charlie,Hannah,19880.92,10-08-2025,05:21:50,SBIN,160.33
Jaya,Chetan,1637.78,23-12-2025,05:06:32,ICICIBANK,818.89
Divya,Chetan,970158,24-11-2025,15:42:03,ADANIENT,2309.9
Neha,Divya,20083.92,14-07-2025,15:40:31,INFY,1673.66
Eve,Alice,331478.04,08-10-2025,02:19:05,ICICIBANK,2673.21
Ivy,Arjun,44809.8,29-10-2025,05:35:17,NVDA,2987.32
Bhavna,Hannah,63640.61,30-07-2025,01:44:27,AMZN,617.87
Hannah,Bob,43247.13,11-10-2025,03:50:42,TCS,626.77
Varun,Frank,94956.3,10-07-2025,09:08:10,NFLX,277.65
Neha,Harish,902797.52,13-07-2025,03:36:52,HDFC,2109.34
Kiran,Lakshmi,765593.5,09-10-2025,11:12:57,ADANIENT,2187.41
Charlie,Arjun,167465.97,27-06-2025,04:01:57,TCS,2658.19
Jaya,Sneha,72193.68,24-08-2025,03:02:23,TCS,2005.38
Jack,Bhavna,752276.69,25-10-2025,05:07:16,SBIN,2206.09
Harish,Hannah,541853.66,19-06-2025,02:00:51,NVDA,1392.94
Manoj,Kiran,118053.78,26-06-2025,15:13:13,SBIN,267.09
Jaya,Charlie,482997.66,08-06-2025,12:28:59,MSFT,1066.22
Bob,Alice,587409.48,04-12-2025,19:35:48,META,2285.64
Kiran,Eve,372919.25,20-06-2025,08:08:01,AMZN,1356.07
Sneha,Farhan,67349.13,27-06-2025,22:52:32,TCS,198.67
Divya,Gauri,339884.93,08-11-2025,00:02:03,META,996.73
Jaya,Charlie,52089.52,20-06-2025,08:37:06,MSFT,1860.34
Sneha,Divya,799938.2,18-08-2025,07:35:42,SBIN,2030.3
Bhavna,Arjun,137400.92,13-06-2025,18:52:24,TSLA,411.38
Alice,Charlie,171727.04,10-11-2025,03:57:32,ICICIBANK,1086.88
Ivy,Frank,717461.58,28-11-2025,12:26:53,AAPL,2367.86
